session_id,car_id,building_id,arrival,departure,duration_sec,arrival_soc,required_soc_at_depart,previous_day_external_use_soc
235,15,B001,2020-04-17 10:30:00,2020-04-17 15:10:00,16800,48.91550176223103,84.52218089830245,36.11613732918127
236,15,B001,2020-04-20 09:30:00,2020-04-20 11:51:57,8517,57.923821210247596,90.34159452106641,26.598359688054856
237,15,B001,2020-04-22 09:30:00,2020-04-22 13:47:18,15438,25.21875558564354,83.23877820808504,65.12283893542288
238,15,B001,2020-04-23 06:15:00,2020-04-23 20:15:00,50400,55.9675220855412,89.05279182667769,27.27125612254384
239,15,B001,2020-04-24 07:45:00,2020-04-24 14:11:19,23179,47.80341790789958,80.87173692525016,41.24937391877811
240,15,B001,2020-04-28 09:30:00,2020-04-28 18:19:52,31792,37.82875304230699,84.26928160452871,43.04298388294317
241,15,B001,2020-04-29 08:00:00,2020-04-29 13:43:30,20610,33.891134441687335,86.29713154302054,50.37814716284138
242,15,B001,2020-04-30 09:00:00,2020-04-30 14:48:54,20934,24.826177463347786,85.34816008066049,61.47095407967275
243,16,B001,2020-04-01 09:45:00,2020-04-01 12:46:56,10916,49.96732496578033,81.48604629613585,0.0
244,16,B001,2020-04-02 11:30:00,2020-04-02 16:41:57,18717,42.451705169394,85.12473793535172,39.03434112674185
245,16,B001,2020-04-03 09:30:00,2020-04-03 11:00:24,5424,37.96172324424807,83.5416727463255,47.16301469110365
246,16,B001,2020-04-06 11:45:00,2020-04-06 16:15:50,16250,41.02790325392584,82.32157487073292,42.51376949239966
247,16,B001,2020-04-07 08:15:00,2020-04-07 15:51:08,27368,59.283043284505055,88.2267225217303,23.03853158622786
248,16,B001,2020-04-08 10:00:00,2020-04-08 20:40:02,38402,47.84430895885435,84.00041905654491,40.382413562875946
249,16,B001,2020-04-09 11:30:00,2020-04-09 15:28:22,14302,52.54421912278718,89.51920036238772,31.45619993375773
250,16,B001,2020-04-10 11:15:00,2020-04-10 18:17:00,25320,47.31556314425586,88.9913723047447,42.20363721813186
251,16,B001,2020-04-13 10:45:00,2020-04-13 16:14:35,19775,51.82087314633647,88.6769240398217,37.170499158408234
252,16,B001,2020-04-14 08:45:00,2020-04-14 10:05:27,4827,62.76962505233282,80.9979087351633,25.90729898748888
253,16,B001,2020-04-15 07:30:00,2020-04-15 13:49:39,22779,30.261324099014637,83.20944454762413,50.73658463614867
254,16,B001,2020-04-16 10:15:00,2020-04-16 15:26:42,18702,56.65511165166821,85.23711864872647,26.554332895955923
255,16,B001,2020-04-17 06:30:00,2020-04-17 12:18:02,20882,18.724843943128224,81.26551077188284,66.51227470559824
256,16,B001,2020-04-20 09:00:00,2020-04-20 13:26:41,16001,23.949119854200614,90.02246161352444,57.31639091768223
257,16,B001,2020-04-21 08:15:00,2020-04-21 11:07:15,10335,55.9127513794765,89.30890128376285,34.109710234047945
258,16,B001,2020-04-22 09:15:00,2020-04-22 13:45:07,16207,43.46550915404865,91.82323862868901,45.8433921297142
259,16,B001,2020-04-23 07:45:00,2020-04-23 12:24:14,16754,43.52766407306718,85.34728295191002,48.29557455562183
260,16,B001,2020-04-24 10:00:00,2020-04-24 13:18:22,11902,25.6400954144897,81.84229407687329,59.70718753742032
261,16,B001,2020-04-27 10:00:00,2020-04-27 14:36:05,16565,40.55665348260018,83.68879640510109,41.285640594273104
262,16,B001,2020-04-28 07:15:00,2020-04-28 15:12:20,28640,29.723178134725853,84.76844611504018,53.96561827037523
263,16,B001,2020-04-29 08:15:00,2020-04-29 13:34:12,19152,53.68419196509026,84.35369778773811,31.08425414994992
264,16,B001,2020-04-30 11:45:00,2020-04-30 17:35:47,21047,50.18274308322196,84.68843715088671,34.170954704516156
265,17,B001,2020-04-01 11:45:00,2020-04-01 13:27:33,6153,21.028515204176514,83.86206707896882,0.0
266,17,B001,2020-04-02 08:30:00,2020-04-02 15:30:02,25202,10.0,81.8757342027903,73.86206707896882
267,17,B001,2020-04-08 19:15:00,2020-04-08 22:56:20,13280,47.82950574123451,81.40987257418824,34.046228461555785
268,17,B001,2020-04-10 07:00:00,2020-04-10 13:12:55,22375,22.72850121332591,93.65040095259606,58.68137136086233
269,17,B001,2020-04-14 11:30:00,2020-04-14 14:02:14,9134,34.83954239043436,81.26923233438873,58.8108585621617
270,17,B001,2020-04-16 10:15:00,2020-04-16 14:47:15,16335,35.358666328576106,89.52336605618329,45.910566005812626
271,17,B001,2020-04-17 08:45:00,2020-04-17 11:22:24,9444,10.0,83.41729868734582,79.52336605618329
272,17,B001,2020-04-21 08:45:00,2020-04-21 12:02:53,11873,10.0,82.2690680043841,73.41729868734582
273,17,B001,2020-04-24 09:00:00,2020-04-24 10:32:31,5551,31.147476691125952,81.70057736200914,51.12159131325814
274,17,B001,2020-04-27 16:15:00,2020-04-27 18:01:30,6390,21.783449971246945,85.06437278603501,59.9171273907622
275,17,B001,2020-04-28 17:30:00,2020-04-28 19:14:40,6280,10.0,87.15061763385582,75.06437278603501
276,17,B001,2020-04-30 08:30:00,2020-04-30 14:29:12,21552,15.88807957835757,82.26309632775472,71.26253805549825
277,18,B001,2020-04-01 08:15:00,2020-04-01 15:31:38,26198,12.624163544897904,90.97105424942046,0.0
278,18,B001,2020-04-02 07:30:00,2020-04-02 20:48:34,47914,33.84501381315063,89.58533165816115,57.12604043626983
279,18,B001,2020-04-03 07:30:00,2020-04-03 19:21:24,42684,43.25028351922153,86.82943142945714,46.33504813893962
280,18,B001,2020-04-06 08:15:00,2020-04-06 19:41:47,41207,10.0,87.3382707968007,76.82943142945714
281,18,B001,2020-04-07 09:30:00,2020-04-07 19:23:06,35586,10.0,86.164716940092,77.3382707968007
282,18,B001,2020-04-08 08:30:00,2020-04-08 19:06:25,38185,10.0,83.99354437076276,76.164716940092
283,18,B001,2020-04-09 07:15:00,2020-04-09 17:08:07,35587,37.63846654289979,85.56536601844506,46.35507782786297
284,18,B001,2020-04-10 08:30:00,2020-04-10 15:00:07,23407,10.0,84.40725384981926,75.56536601844506
285,18,B001,2020-04-13 07:30:00,2020-04-13 13:24:20,21260,10.0,85.1791724898128,74.40725384981926
286,18,B001,2020-04-14 08:30:00,2020-04-14 14:21:27,21087,33.530511911494244,92.07489286074306,51.648660578318555
287,18,B001,2020-04-15 08:45:00,2020-04-15 14:17:56,19976,42.20868162751445,83.20414554904949,49.86621123322861
288,18,B001,2020-04-17 08:00:00,2020-04-17 22:00:00,50400,32.3258253739353,86.42801469855787,50.87832017511418
289,18,B001,2020-04-20 08:30:00,2020-04-20 15:00:10,23410,13.784716319861372,81.0467833492324,72.6432983786965
290,18,B001,2020-04-21 08:45:00,2020-04-21 13:02:07,15427,37.123976954034845,86.9989935624467,43.922806395197554
291,18,B001,2020-04-22 08:00:00,2020-04-22 18:47:17,38837,28.060295487728066,93.57460722515061,58.93869807471863
292,18,B001,2020-04-23 08:00:00,2020-04-23 17:54:38,35678,24.223003605022214,87.37158098700918,69.3516036201284
293,18,B001,2020-04-24 07:30:00,2020-04-24 21:30:00,50400,51.86308407620503,80.50827443145211,35.508496910804155
294,18,B001,2020-04-27 09:00:00,2020-04-27 15:19:30,22770,67.60055246419772,95.87642492958086,12.907721967254389
295,18,B001,2020-04-28 08:15:00,2020-04-28 12:52:34,16654,36.181812134493676,80.66138233512092,59.69461279508719
296,18,B001,2020-04-29 07:00:00,2020-04-29 15:31:34,30694,16.45283588747666,88.18409077364035,64.20854644764427
297,18,B001,2020-04-30 09:45:00,2020-04-30 13:48:17,14597,27.48397782848569,85.70684194649675,60.70011294515466
298,19,B001,2020-04-01 10:30:00,2020-04-01 14:11:17,13277,26.834029822028526,88.6267969416181,0.0
299,19,B001,2020-04-02 16:15:00,2020-04-02 17:10:43,3343,43.19121906562297,82.5830397979836,45.43557787599513
300,19,B001,2020-04-07 14:00:00,2020-04-07 16:55:12,10512,56.85267387525378,84.15758308540765,25.730365922729824
301,19,B001,2020-04-13 10:30:00,2020-04-13 12:29:27,7167,46.050626431654116,86.52553659475393,38.106956653753535
302,19,B001,2020-04-17 07:15:00,2020-04-17 09:48:26,9206,33.627549580770896,85.88888724020798,52.897987013983034
303,19,B001,2020-04-27 10:00:00,2020-04-27 12:42:36,9756,10.0,82.28304041478536,75.88888724020798
304,19,B001,2020-04-28 10:45:00,2020-04-28 12:49:03,7443,21.005167445932734,92.24414534605566,61.27787296885263
305,19,B001,2020-04-29 10:30:00,2020-04-29 12:44:14,8054,30.361598559874263,84.08941354832727,61.88254678618139
306,19,B001,2020-04-30 09:15:00,2020-04-30 13:55:40,16840,21.71075008291538,81.66895245042603,62.37866346541189
307,20,B001,2020-04-02 11:00:00,2020-04-02 12:50:21,6621,10.0,81.26798950408316,0.0
308,20,B001,2020-04-03 10:15:00,2020-04-03 13:39:48,12288,21.788667622157867,81.73375225467068,59.479321881925294
309,20,B001,2020-04-06 08:00:00,2020-04-06 13:58:04,21484,10.0,87.71358866667758,71.73375225467068
310,20,B001,2020-04-07 12:45:00,2020-04-07 15:49:39,11079,10.0,88.17483673334718,77.71358866667758
311,20,B001,2020-04-08 10:30:00,2020-04-08 16:04:30,20070,49.200906672126024,81.83227059329134,38.973930061221154
312,20,B001,2020-04-09 09:30:00,2020-04-09 12:04:05,9245,10.0,90.49829330182672,71.83227059329134
313,20,B001,2020-04-13 10:00:00,2020-04-13 13:49:39,13779,10.0,96.21376971510237,80.49829330182672
314,20,B001,2020-04-14 09:30:00,2020-04-14 12:07:10,9430,10.0,86.85757263981998,86.21376971510237
315,20,B001,2020-04-15 13:30:00,2020-04-15 15:47:17,8237,33.52880652034875,82.71741132618962,53.328766119471226
316,20,B001,2020-04-16 13:00:00,2020-04-16 15:54:50,10490,12.294473078943732,83.10466968065738,70.4229382472459
317,20,B001,2020-04-22 13:30:00,2020-04-22 16:54:25,12265,10.0,88.97774570009638,73.10466968065738
318,20,B001,2020-04-27 12:15:00,2020-04-27 17:30:12,18912,31.133645965670652,84.42604809839223,57.844099734425726
319,20,B001,2020-04-28 10:45:00,2020-04-28 13:54:05,11345,10.0,85.20922170740978,74.42604809839223
